"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Hong Kong SAR, China","HKG","GNI (current US$)","NY.GNP.MKTP.CD","1326777144.66016","1524701937.71113","1722157114.22102","1973143732.13557","2264982980.06607","2428621308.90052","2482523038.30128","2684993527.6207","2708090220.37436","3179237330.9702","3786784679.15714","4456709506.95365","5675541390.435","7983289866.89984","9335996243.73956","9984802642.24347","12796851757.4621","15612611904.7619","18209962123.9618","22370320506.9263","28495407990.1931","30549442899.8265","31711889388.6226","29272835365.8537","32808006472.2435","34868690493.9159","40054977842.7076","49304080863.778","58291312554.4453","67162527750.3558","74783560515.0325","86024298255.0957","100681468555.409","121026294017.271","136103203767.921","145921300964.348","158337276805.917","177209284302.709","172187132841.852","169139284563.326","173047284115.412","173308073036.877","167425021477.388","165523064673.55","172692218798.151","182529798259.036","198108087231.906","218366831594.329","232187034468.588","220465827291.726","233476805848.736","255300102774.923","266426950647.207","280921093347.086","297469983621.568","315108232926.546","328901356556.691","356071446902.428","378890604069.656","381357214870.021","365719202805.136",
"Honduras","HND","GNI (current US$)","NY.GNP.MKTP.CD","344150000","355200000","383450000","404200000","450000000","495550000","534450000","576900000","623700000","649400050","700400000","706500000","775499950","879499950","1021000000","1095000000","1289999950","1600499950","3003742093.22441","3415281976.29198","3805160045.98684","3884394878.58005","4052003525.61051","4307697184.85981","4728811846.48827","5086120712.5459","5467828958.90605","5953021241.46495","5658081898.41442","5177172487.9851","4646744960.07592","4366726672.56005","4605571327.23404","4696798453.06242","4423089120.92094","5083390990.61522","4955806773.64865","5523266950.57034","6156252525.84934","6251771679.44251","6963923291.51112","7392762069.67849","7559818946.16447","7863760265.09149","8414125438.63984","9300037701.18361","10385044879.1227","11961254505.1363","13474613569.7585","14298648856.0526","15110478377.9922","16768754195.9391","17247018285.1166","17196007625.1118","18168783830.1441","19549500574.1574","20197398730.0197","21721170344.5721","22173281679.4755","23175208601.0976","22201408353.3006",
"Heavily indebted poor countries (HIPC)","HPC","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","23527111104.6815","24325889434.0025","26249059372.4065","28170076420.4715","29856969861.0213","32371335084.8819","38633166719.3281","46503215285.0775","54023631851.2705","58360787124.5569","67279571811.3651","76799580422.3572","88260065566.1409","94690631290.9484","95721889930.1593","94983896268.8161","92034825374.4247","95640765654.1137","101661310688.569","118573387661.269","133949981103.707","130932827967.894","125015720093.203","130235263281.97","130550583127.286","123178846170.342","123985583854.679","109905144373.497","128126975721.549","134725198547.716","141087608518.24","150245916903.133","150887347392.327","164773797703.915","156455211836.495","168129061607.084","190220789146.53","218373564025.282","249901443007.237","295835076253.529","353991680833.827","428527606465.686","438027030427.238","487322837061.177","531721199215.352","560933019137.25","622668609095.1","664319846650.086","653348164309.282","659446798126.684","700353397208.955","747023234969.141","771528389815.442","781418229536.828",
"Croatia","HRV","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22481718288.3837","23743310870.2503","23825101411.3307","25374416261.8642","22956491780.826","21230423123.2914","22572931979.8344","26355714855.1152","33517712816.7785","40862773419.5934","44282877012.4242","49117455778.3457","58680820644.7524","67938936196.0053","60258886292.5779","57880430380.8733","60497260005.2612","54662677181.2874","57022095853.7983","56433335661.7684","49216143335.7337","50058020002.2815","54667725308.813","60477554189.7912","59830033764.084","56213927132.0212",
"Haiti","HTI","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","1369499999.99714","1466339999.99739","1460179999.9972","1609400011.48716","1798139999.9985","1989600358.98996","2302663017.5239","2026299377.605","2586801863.2328","2710665629.54452","3078089800","3455540601.82161","2245221666.0123","1867648742.67133","2165761716.47156","2821007618.87658","2920418154.27959","3349905722.55264","3732012064.85822","4158183323.63684","6881589167.94928","6365310351.62889","6093542438.59928","4984700644.67329","5993534575.34606","7013449594.70552","7410608696.07176","9318163990.18177","10392035529.6786","11282621158.975","11683865823.5259","13046545962.904","13763465390.5171","14529603383.6286","14838059909.7343","14898016662.8567","13771193995.6603","14272321921.4187","16015945439.4531","14381819367.5678","13446602202.8186",
"Hungary","HUN","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39175128483.1978","41973316213.4935","44428126740.5206","44550212281.0385","44414561307.6131","45684768637.5621","45891063641.0175","44475804736.8481","50630432392.3382","63764742792.0142","80528566467.2522","97598436071.1788","105880580712.237","108419330766.671","129338622350.454","147719786907.81","125055161639.939","125967890419.303","134970863694.014","123089103192.966","131578779141.241","134686016867.176","119426872991.865","125215073942.953","137359440058.302","154546058336.983","159229639441.272","",
"IBRD only","IBD","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","437101864484.09","446859697853.313","471685211219.078","528320505828.01","573604747808.035","628257887642.568","706813350830.028","910173132849.188","1141582990851.91","1230488014796.62","1333128392299.87","1508838633618.69","1619148088930.13","1926164046765.89","2253908395505.05","2427115769380.5","2389295411779.04","2359666556511.54","2412609569388.35","2552930771558.46","2643471417536.87","2692047903466.22","2920384256962.48","3085215484451.27","3494896719490.32","3592413695694.75","3593716463222.28","3872894228248.52","4245508514369.34","4790361740689.88","5221817126197.8","5534704458357.12","5374020641863.46","5226485614623.97","5704819322715.16","5787680203502.89","5894178176404.33","6613010571173.26","7873911800680.5","9391677142860.7","11175955326289.9","13929663414417.2","16758392943037.8","16231899738115.1","19662479719142.5","23188766181941.5","24715794556357.3","26073468761312.2","27096737570677.8","25600125092938.8","25783122021839.6","28505418836674.5","30173929287212.3","30923438944386.3","29622751963928.3",
"IDA & IBRD total","IBT","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","486321465751.472","497333494515.121","524306780558.463","586921187118.8","644158818053.868","698128084011.202","782880116128.218","994534826556.613","1259430272979.2","1376177341895.15","1484574288863.5","1671186759475.99","1804115172588.04","2143760673681.93","2512023807224.53","2833942332727.93","2769589677026.66","2673444246523.81","2701026996008.34","2849506482292.61","2932378573641.55","2997208414989.58","3228991634966.41","3385390527217.48","3820402250846.16","3918863388777.25","3915002051869.61","4176957749570.3","4543118435221.42","5134463213436.29","5600680198917.43","5927350710384.78","5773121285882.52","5638051925616.83","6156440414954.29","6237121342616.2","6379847404504.09","7154773108904.59","8508553683819.13","10129825207784.3","12077972584449.3","14989087140645.8","18024940799123.9","17485848784541.7","21108469086372.8","24810213527756.2","26466245029149.4","27995220021780.4","29160571249677.1","27651884612853.9","27792582519178.8","30581355745678.7","32360606025947.4","33214542554748","31906293131926.1",
"IDA total","IDA","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","52274951338.2321","54495543853.8438","60696415801.6494","72895814032.1468","72374382492.1864","78863258875.5695","87857622645.6679","121035631810.626","147359169451.47","153860492919.4","165912066121.212","187797747605.225","221190565666.329","261995296270.195","402896299796.06","377864890063.693","315799655064.856","292802678211.819","301877360323.386","295747070556.635","311245027947.953","317014246619.42","306190778062.397","330009689409.985","330381067474.558","324883604698.978","306276376394.443","297771186657.265","344696125377.042","379682399836.813","393106862855.568","400446205732.019","414053444730.185","454411337133.503","452018408088.244","489098895391.119","545511297783","638776052511.713","742591952908.369","907916950066.732","1065099027099.92","1272863339858.6","1261804092851.88","1451592303152.92","1623214480048.97","1753359940823.82","1928289104317.36","2073568495938.31","2063706652266.43","2019664720046.15","2082542572148.16","2193323350391.86","2300074154987.61","2295886610380.87",
"IDA blend","IDB","GNI (current US$)","NY.GNP.MKTP.CD","11840270284.0579","12680397970.5611","13550141705.5454","14314067018.1965","15564804553.3553","16850434528.6963","18367162951.4449","18540027128.9663","19487458716.5867","22323089809.5971","30592497813.2898","28149788565.9474","31315868763.2344","33139670013.8756","48774545226.3094","56547882680.7157","68205435195.8424","72005419309.0397","79067474024.1904","97016392091.0601","120683087455.887","239846511919.999","219438136686.708","166199314261.97","142476469066.924","142779160491.769","128102120084.808","129833110430.572","135012801454.487","128101356577.028","140059208483.157","140413417084.491","141198144684.252","124841593112.974","126847846565.864","148976789283.997","164703345133.542","168565776309.912","166285449385.011","175177469738.024","195590461761.641","197054155748.026","216694606191.117","242789982386.25","295915500677.863","353292680543.629","455834143211.616","520450320590.371","618149231641.165","576977913752.901","676517653789.495","777708287333.721","863132598344.181","935471279773.704","1013910959025.48","980564659237.313","913758902714.63","899575268144.859","932259115276.687","960909736012.781","929266798575.88",
"Indonesia","IDN","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","5603578225.64011","6979263883.34987","8230061349.69325","9013698630.13699","9163997450.43107","10612048192.7711","15681204819.2771","24580481927.7108","29124819277.1084","36227710843.3735","44173975903.6145","49495081108.8937","49017751291.4839","69275428119.294","82471348604.8781","87198907638.4323","77357300711.0832","80790889071.3269","81748999254.8797","76685219800.0262","72266266243.4625","80194046340.2283","89890113743.6","100922880864.845","111033528397.059","121895296366.359","151992326577.915","172149161170.89","196187841493.025","221276437689.451","209439956603.811","90063497246.2849","129337748220.438","154077737575.381","154497031123.037","189806032770.414","225746848643.873","245051229786.884","271957842360.709","349037815379.831","414441364730.336","492096264957.834","520694549000.656","734988313962.735","868239121887.855","891961466510.843","885249528973.057","860946502042.825","832298855624.85","902045435944.66","983437954653.327","1011212624835.41","1085070037984.51","1029919366254.2",
"IDA only","IDX","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","140140488164.759","146053180048.861","143776349891.543","141366054403.825","145401161563.869","154897543808.973","166026904654.1","180677350527.158","180714288798.554","177198364791.717","188685249073.741","188681699341.09","182251659986.529","181379277370.338","170020345581.98","194425898065.052","213497561504.222","223191055099.724","233294342901.363","237676220858.791","257315547253.724","253327362174.983","270440206014.65","300470746922.069","339593244442.494","385107901751.651","445947017561.099","538056053261.802","647329461636.252","682131703001.444","770616390615.726","839489881411.982","881621487891.405","984611526499.689","1050142890957.88","1076145364195.76","1103571257411.38","1184753354704.09","1264437339968.52","1344728867223.46","1375833982838.41",
"Isle of Man","IMN","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1018586633.27594","1129602281.73031","1315057433.54119","1499304017.19292","1662549145.98775","1627870548.24885","1731681694.57564","2022014199.72218","2419677637.1308","2938995021.20597","3152518181.81818","3578491260.34959","4369193677.47099","4356654411.76471","3833341642.00031","5981738257.10754","6692278481.01266","6818331753.5545","7201580428.32578","7655555372.7168","6826965622.61268","6105729138.53632","6365148005.148","7111914609.73983","","",
